Number 1,Number 2,Sum
-1991,4927,2936
8163,-1815,6348
-8152,-3192,-11344
9113,9131,18244
-4261,-7433,-11694
5086,5619,10705
9947,467,10414
138,67,205
-4335,4632,297
-3023,-217,-3240
6163,2504,8667
-8850,-6632,-15482
-3104,-6087,-9191
7911,1061,8972
6047,9395,15442
-3377,-8327,-11704
5141,6283,11424
3260,4438,7698
468,-2707,-2239
9941,-2112,7829
-5047,-4103,-9150
-9415,-9828,-19243
-3481,5176,1695
2459,2855,5314
9455,-9999,-544
4003,-41,3962
-5670,1050,-4620
-7012,-1665,-8677
-3395,-6491,-9886
-6355,-546,-6901
-577,-1702,-2279
-6164,4625,-1539
-7728,-1645,-9373
8805,3006,11811
3273,6088,9361
3534,-7418,-3884
8233,-4781,3452
9731,8240,17971
6903,-4006,2897
-7323,-3745,-11068
641,-5206,-4565
-9689,-3872,-13561
-6844,-3834,-10678
3979,-9894,-5915
-8210,4229,-3981
-8593,2198,-6395
-6319,-722,-7041
3131,6605,9736
-8705,-3273,-11978
5185,6884,12069
8970,5516,14486
3171,343,3514
-2636,6194,3558
-2721,8309,5588
8131,9758,17889
-2620,6967,4347
9016,2749,11765
-8061,-5967,-14028
2133,1241,3374
-2891,-5606,-8497
362,-6202,-5840
352,-5045,-4693
-539,7558,7019
-3601,6371,2770
3420,-1660,1760
403,3586,3989
-1082,3023,1941
-4200,-4176,-8376
-9374,2922,-6452
-9353,2033,-7320
4857,8523,13380
9469,-6760,2709
4493,-1931,2562
-9257,-7912,-17169
1805,-460,1345
5462,7987,13449
-7982,-9953,-17935
-5947,8410,2463
8104,8510,16614
-4976,9850,4874
-8646,2447,-6199
7091,4820,11911
-3551,-1627,-5178
7806,3898,11704
-80,7201,7121
-5478,-9710,-15188
5824,7946,13770
-6149,2342,-3807
-1594,-3202,-4796
-2909,864,-2045
3288,2268,5556
-6121,-2652,-8773
695,6914,7609
-2862,-5131,-7993
3839,4254,8093
-9009,3877,-5132
8564,9394,17958
2557,-2687,-130
1976,-1422,554
-2433,9864,7431
647,6799,7446
-4416,-7188,-11604
-3062,791,-2271
-3131,9449,6318
1044,-7079,-6035
20,-4784,-4764
1955,1818,3773
-5632,3114,-2518
-4243,3437,-806
304,-3212,-2908
-6751,9418,2667
3398,-5526,-2128
-5903,-6738,-12641
-8503,7139,-1364
-25,-573,-598
5135,-9620,-4485
-690,4998,4308
-3278,6446,3168
6567,5022,11589
-7640,-8834,-16474
6209,890,7099
-6093,-3004,-9097
7423,-9841,-2418
-4115,9357,5242
-8912,4858,-4054
-9595,593,-9002
-5213,107,-5106
-6578,8627,2049
-2446,4066,1620
6938,9647,16585
6853,6785,13638
8200,-2439,5761
5687,1124,6811
-4590,-6968,-11558
-1287,-6148,-7435
-8780,3885,-4895
822,6593,7415
9165,-8204,961
8416,7812,16228
-1841,5290,3449
4006,-8104,-4098
9216,-2836,6380
5764,8993,14757
-8341,2841,-5500
-459,-4835,-5294
6724,9649,16373
-8773,7549,-1224
2474,9518,11992
1089,3153,4242
-4077,4706,629
-6771,7268,497
-698,-6202,-6900
8520,-9829,-1309
4876,-1017,3859
4707,-2781,1926
-2934,-9500,-12434
987,-2178,-1191
6444,1665,8109
-3661,2481,-1180
7352,2143,9495
-3036,-6786,-9822
3812,-8327,-4515
5803,-6287,-484
5153,3945,9098
-8180,7250,-930
-7870,-8671,-16541
-316,7579,7263
-6099,-6411,-12510
2112,-4509,-2397
7516,6408,13924
3722,-2416,1306
-6352,-1134,-7486
-7635,-2542,-10177
673,5112,5785
5396,152,5548
-4943,3604,-1339
-8572,929,-7643
4994,2166,7160
-5616,7034,1418
2939,-855,2084
-7197,-7934,-15131
4320,-3637,683
-6442,-747,-7189
-2266,-4612,-6878
7952,4269,12221
-2464,-3631,-6095
-2789,225,-2564
9627,-2272,7355
9482,4121,13603
3170,5617,8787
-9114,5268,-3846
9766,-9711,55
9713,1387,11100
8069,-5459,2610
920,8826,9746
2142,-6734,-4592
-6099,8555,2456
823,-3043,-2220
4368,-6587,-2219
4213,8767,12980
-665,-9123,-9788
-50,9233,9183
6931,-4898,2033
-7674,3509,-4165
3791,-5341,-1550
3005,-7297,-4292
-9409,-1864,-11273
9216,-2478,6738
1317,-6725,-5408
1934,7592,9526
5173,-5994,-821
7453,-4896,2557
8368,1465,9833
5586,9978,15564
9770,-168,9602
-5011,7802,2791
789,8561,9350
-764,5305,4541
9808,8470,18278
-6889,2802,-4087
-7415,9404,1989
-8766,-4274,-13040
-5456,-3377,-8833
-5641,-5851,-11492
6766,1946,8712
-2906,-3983,-6889
-4515,5570,1055
-7835,5781,-2054
-4786,7233,2447
9995,9089,19084
-4309,2432,-1877
5343,-5610,-267
8272,-6472,1800
-6593,-6813,-13406
1814,8765,10579
-856,207,-649
-1466,5503,4037
-8823,-1595,-10418
-3860,-5909,-9769
-5318,-4164,-9482
4672,1076,5748
2570,-3393,-823
2591,2454,5045
4597,4096,8693
7911,-2444,5467
-493,2509,2016
7163,3571,10734
-7729,6072,-1657
3807,-5774,-1967
-8723,-8674,-17397
-2298,-3619,-5917
-7539,-6144,-13683
-4936,6564,1628
-7774,3922,-3852
-7278,4673,-2605
-1694,-950,-2644
-2275,8912,6637
2462,6742,9204
197,-7150,-6953
-877,2947,2070
4091,-4743,-652
-4179,3942,-237
4490,-3583,907
-457,6184,5727
312,-2886,-2574
5788,4789,10577
-2369,-1686,-4055
9330,7010,16340
6227,611,6838
6825,-5678,1147
3214,1254,4468
-1555,-2829,-4384
-5029,-853,-5882
9061,1477,10538
4364,5265,9629
9926,-5422,4504
-6419,-8286,-14705
9378,-4009,5369
-872,-843,-1715
8195,2143,10338
-5619,-8424,-14043
3856,-9332,-5476
-8054,-1844,-9898
-4997,-3764,-8761
-6025,4345,-1680
-6751,8763,2012
-8322,459,-7863
2169,4661,6830
-431,-664,-1095
-1336,-952,-2288
-6469,8587,2118
-5684,-6618,-12302
-4314,7858,3544
2048,5206,7254
3292,-7642,-4350
-3269,-3557,-6826
-9864,-8399,-18263
848,8064,8912
5847,-7287,-1440
-7809,788,-7021
-5586,6345,759
8330,2435,10765
342,6859,7201
-2071,8470,6399
2260,381,2641
4232,7893,12125
-7203,-411,-7614
-2689,-3745,-6434
-3367,5494,2127
-5090,-3173,-8263
-7365,6216,-1149
639,9210,9849
8070,-2138,5932
6218,-4432,1786
-9826,4604,-5222
4672,-7744,-3072
2248,-8845,-6597
7681,-7495,186
-7122,9444,2322
4807,-8874,-4067
2669,-1165,1504
-7640,4473,-3167
-1925,-5360,-7285
-8563,1227,-7336
-4012,-6474,-10486
-1043,6518,5475
-3803,-1523,-5326
8580,2329,10909
-1455,6035,4580
-7887,7323,-564
4500,-8018,-3518
-7013,-4949,-11962
-1103,-2863,-3966
3554,-4226,-672
-908,-7845,-8753
-5784,6525,741
-9772,-340,-10112
-2424,3352,928
1401,-1114,287
-5268,4783,-485
2,5762,5764
9076,5047,14123
181,-9288,-9107
-2489,5388,2899
-4174,-4183,-8357
3644,-9033,-5389
-258,-4522,-4780
5292,-3737,1555
6833,6703,13536
2659,-2087,572
-6440,-8970,-15410
-2337,6042,3705
5125,-9863,-4738
-3858,241,-3617
-8040,-671,-8711
308,-9247,-8939
1802,5932,7734
-7846,-8551,-16397
-7149,-945,-8094
4391,-5781,-1390
-5752,-9103,-14855
-1603,-3075,-4678
1986,5291,7277
-6993,-1999,-8992
-9839,-7530,-17369
6333,8068,14401
4387,-3642,745
3076,144,3220
-7501,-1830,-9331
3864,6914,10778
-4913,3142,-1771
-927,-5470,-6397
-7285,-9510,-16795
-8321,-5568,-13889
-8036,-1051,-9087
9847,2683,12530
-9194,5084,-4110
-1458,1279,-179
4428,-7529,-3101
8794,-8666,128
3905,7882,11787
-6091,3415,-2676
9510,8320,17830
-7779,7545,-234
-2264,9482,7218
-6339,-7676,-14015
-7584,-2784,-10368
-2385,-8033,-10418
-4163,-5169,-9332
425,-1870,-1445
-8406,7774,-632
2318,-9988,-7670
-1636,7388,5752
3736,9204,12940
-8024,2985,-5039
-624,-5433,-6057
-6079,-9047,-15126
1405,-3600,-2195
5392,6055,11447
-2920,-909,-3829
-4053,1968,-2085
-6769,4798,-1971
-5954,4158,-1796
640,-6000,-5360
-2875,3109,234
85,6846,6931
248,7916,8164
-4990,-4193,-9183
-2898,9256,6358
-2925,9669,6744
8244,-4946,3298
-1943,-7011,-8954
1942,7707,9649
-122,2601,2479
467,8798,9265
7017,9953,16970
6360,-6245,115
5264,-2791,2473
3853,1324,5177
-909,-6350,-7259
7244,-4627,2617
-5075,5171,96
2784,4504,7288
-6507,-9291,-15798
-4354,5948,1594
7858,4893,12751
-9057,-118,-9175
-762,-8446,-9208
-7663,-2437,-10100
-8382,3896,-4486
9215,-5318,3897
3746,-3119,627
-1201,-362,-1563
-6186,9479,3293
4588,2305,6893
-989,2205,1216
-2539,-9591,-12130
2952,7008,9960
-972,-6764,-7736
4518,-9526,-5008
-973,-9264,-10237
1081,7683,8764
5338,1899,7237
-1233,-8508,-9741
3027,-182,2845
-1670,-8508,-10178
-3565,8035,4470
-4,493,489
1730,1628,3358
-113,8992,8879
8201,6376,14577
1304,6749,8053
-73,1492,1419
-6399,-2749,-9148
-8208,4834,-3374
2478,8501,10979
6944,-3897,3047
321,-3495,-3174
3878,486,4364
-8885,-8117,-17002
1786,8064,9850
8316,3829,12145
8614,2455,11069
-120,451,331
-4684,-2861,-7545
-4408,4494,86
-3143,1380,-1763
3447,-6088,-2641
7080,7539,14619
1986,1974,3960
6254,8014,14268
-4359,3650,-709
-6031,5900,-131
8735,1102,9837
1025,2139,3164
3942,2185,6127
9836,5177,15013
2629,3166,5795
5842,2559,8401
-9685,8808,-877
6769,-3671,3098
2974,2303,5277
2773,4742,7515
-4312,2602,-1710
3847,6872,10719
-5586,-9317,-14903
8080,2624,10704
7123,-1982,5141
3587,-2049,1538
8057,6018,14075
-5800,-4478,-10278
510,-3140,-2630
4806,8483,13289
1633,5033,6666
-5815,9853,4038
9642,2636,12278
8967,8110,17077
-7378,3097,-4281
6053,5398,11451
-8552,-2630,-11182
-8868,8443,-425
780,-4797,-4017
7478,-9340,-1862
-9646,8434,-1212
1465,-1516,-51
-947,-9180,-10127
-2333,-8564,-10897
-3510,2661,-849
-9929,7408,-2521
-3503,9068,5565
729,-8137,-7408
529,8529,9058
8161,616,8777
1528,7769,9297
3026,-6747,-3721
-9024,2155,-6869
-7033,3243,-3790
6710,1250,7960
-7030,4844,-2186
-3337,5906,2569
-4178,6760,2582
-5098,-1387,-6485
6932,-108,6824
2449,-6551,-4102
1085,-6709,-5624
-7575,8268,693
-7601,-714,-8315
-820,-7915,-8735
-4818,-4744,-9562
-1712,-1082,-2794
3423,1917,5340
1831,9582,11413
1139,4271,5410
-219,-7814,-8033
9535,3147,12682
-9291,-7542,-16833
8776,897,9673
-622,-240,-862
-5261,-5009,-10270
9653,5106,14759
-2222,4168,1946
-3161,-9564,-12725
-3842,939,-2903
-7347,1339,-6008
19,1549,1568
-2822,-5420,-8242
-4166,-9397,-13563
-8699,-3065,-11764
-1540,7497,5957
-2136,-2282,-4418
-7896,-9531,-17427
-1253,4267,3014
8454,-9112,-658
-1468,-2789,-4257
-4056,-3221,-7277
-7094,-7779,-14873
1841,796,2637
-8306,-3319,-11625
-591,-7953,-8544
7616,-8525,-909
7890,9610,17500
-6554,7670,1116
8250,-4916,3334
4728,-7516,-2788
-1554,-4445,-5999
-2760,-2563,-5323
5831,-1196,4635
9321,-2761,6560
6840,-3827,3013
5912,2677,8589
2991,-2914,77
1507,8456,9963
7595,63,7658
7640,-1558,6082
718,703,1421
-7178,-5785,-12963
7418,-1017,6401
-4903,6242,1339
7237,6174,13411
-2318,-642,-2960
350,-7668,-7318
-9385,-8947,-18332
-2855,4714,1859
-1220,-4266,-5486
3112,6955,10067
-8557,-5727,-14284
8887,4811,13698
-2601,759,-1842
9629,2311,11940
1861,-9707,-7846
-3609,4681,1072
-1305,4819,3514
-8474,-9303,-17777
-9305,-5432,-14737
-6702,-9491,-16193
5068,490,5558
76,-347,-271
4689,5490,10179
-7887,8779,892
8532,3538,12070
2551,6680,9231
-8795,-7825,-16620
5169,8648,13817
-3104,2826,-278
-8817,-4420,-13237
9286,-6171,3115
2,-2515,-2513
1637,4553,6190
-6754,-1424,-8178
-6257,7865,1608
-5014,9917,4903
3153,2495,5648
3047,1508,4555
3039,9773,12812
-8139,5424,-2715
-6843,-9386,-16229
8235,-1318,6917
-4313,8226,3913
6251,6695,12946
-3488,-5230,-8718
962,4869,5831
5480,-5782,-302
3328,-7833,-4505
9173,6899,16072
-7792,9751,1959
8184,-9744,-1560
-1114,-9506,-10620
-5258,5119,-139
-2387,-5539,-7926
-873,9335,8462
-9524,9521,-3
-976,-1639,-2615
6032,9982,16014
9107,5479,14586
6860,-5684,1176
-4628,2535,-2093
4296,992,5288
-3700,-3092,-6792
7603,-7694,-91
9264,-6689,2575
9770,8550,18320
4374,-8033,-3659
385,516,901
-6063,-3696,-9759
-1287,909,-378
3768,-4199,-431
6496,-8118,-1622
-9637,-8091,-17728
-5336,971,-4365
7772,-9584,-1812
-8892,8041,-851
-5616,1177,-4439
-1933,-7435,-9368
-9461,5744,-3717
-6219,8676,2457
-1611,3787,2176
1867,5779,7646
-5174,7474,2300
2531,-3063,-532
8714,8654,17368
2323,-1137,1186
-7171,-1751,-8922
-248,3997,3749
-2388,4907,2519
-2917,3730,813
-2667,-9418,-12085
-6303,-2060,-8363
6044,5216,11260
6248,3847,10095
9078,8426,17504
-8547,500,-8047
2000,-6668,-4668
-1438,-698,-2136
6432,-5497,935
-9567,-438,-10005
-9870,4991,-4879
1200,-4898,-3698
-8700,4189,-4511
-6811,9004,2193
-1146,-1622,-2768
8346,-2051,6295
3971,3280,7251
1885,677,2562
5678,-2828,2850
-7540,-1012,-8552
-9970,-9464,-19434
-6400,2472,-3928
3126,4035,7161
-9191,330,-8861
1422,8933,10355
-9709,-725,-10434
-3385,8238,4853
-7483,3980,-3503
-9444,5182,-4262
-3409,2575,-834
-2102,-3518,-5620
-3745,-8270,-12015
9013,-7279,1734
-5434,2031,-3403
-4193,-3727,-7920
-7034,2728,-4306
386,-1163,-777
-6273,-4954,-11227
4617,-159,4458
9422,-9194,228
-7509,-6540,-14049
371,1721,2092
5515,9264,14779
-865,-76,-941
8143,-6732,1411
-8024,-5966,-13990
-4019,-544,-4563
308,-4345,-4037
7076,-6070,1006
7441,-7847,-406
2649,8384,11033
5196,-3526,1670
47,5918,5965
-4264,1472,-2792
-768,1390,622
385,-7289,-6904
9709,8267,17976
-2148,-4183,-6331
-6355,5901,-454
-7498,9621,2123
-8737,-371,-9108
7223,3660,10883
3493,-6213,-2720
-2860,-341,-3201
-7713,8422,709
-2283,6413,4130
-6692,4943,-1749
-9637,-7600,-17237
-7880,6057,-1823
-9758,-1900,-11658
-9953,6888,-3065
-4063,-5437,-9500
-8588,-2234,-10822
-2240,8001,5761
-1998,3938,1940
9712,-8289,1423
-5533,8000,2467
-6559,-980,-7539
-8496,-4367,-12863
8717,1672,10389
3072,9419,12491
-8981,3799,-5182
7467,-9625,-2158
8377,-521,7856
7155,-8681,-1526
58,-964,-906
3371,1355,4726
-6713,1780,-4933
-8334,1875,-6459
-354,-5485,-5839
1183,-2494,-1311
2443,-2491,-48
-5218,6372,1154
-954,1430,476
4087,6906,10993
7897,-3615,4282
8761,6328,15089
9418,5803,15221
-136,-1263,-1399
-548,3285,2737
-6821,-4848,-11669
886,9780,10666
-642,6105,5463
-8805,1776,-7029
-1686,9492,7806
1385,-8895,-7510
6341,3642,9983
159,2280,2439
5746,5335,11081
1483,-210,1273
-8102,3871,-4231
-5250,6693,1443
-1751,5383,3632
5559,-7498,-1939
4778,-8457,-3679
9068,7932,17000
-4113,-4927,-9040
8694,844,9538
6822,2354,9176
9177,1523,10700
-4211,152,-4059
-7653,4578,-3075
-3333,-8936,-12269
-1511,-3674,-5185
6291,-7542,-1251
-2262,-9958,-12220
2858,-7296,-4438
9463,-5361,4102
-3932,4528,596
-8832,-9223,-18055
5472,0,5472
-1759,-2005,-3764
6693,1508,8201
-6603,5315,-1288
5995,8405,14400
-4077,-998,-5075
8597,2984,11581
8105,2944,11049
-5852,3989,-1863
-7481,-5417,-12898
4306,-8668,-4362
-952,-4310,-5262
-8660,1351,-7309
5537,3751,9288
8853,3833,12686
-7327,-1790,-9117
-4578,6756,2178
-2508,2988,480
5938,-4664,1274
-4828,9350,4522
4697,1965,6662
8425,-6736,1689
-8724,-6409,-15133
-4326,-6781,-11107
4516,7167,11683
-7553,-2299,-9852
-5088,-8712,-13800
-3222,9414,6192
2118,-7355,-5237
1584,-4008,-2424
4337,8158,12495
-483,9437,8954
-9058,-210,-9268
-1792,7700,5908
-3550,9673,6123
8160,-5930,2230
7554,989,8543
3190,9506,12696
-8167,-513,-8680
902,-2604,-1702
-4856,5187,331
5074,8513,13587
3467,-7880,-4413
2875,-3356,-481
5384,2227,7611
8853,-2358,6495
-5147,-1822,-6969
-6517,5517,-1000
3409,5579,8988
3986,-7064,-3078
5138,-4651,487
-1467,1688,221
-8232,8783,551
9376,-2263,7113
-623,6773,6150
1131,9867,10998
3538,7378,10916
5770,-4684,1086
-4474,-2671,-7145
-1573,6213,4640
7184,-1957,5227
1469,9646,11115
3538,9186,12724
515,-328,187
1355,-1803,-448
-2355,347,-2008
7806,6973,14779
225,-7197,-6972
2910,9660,12570
-9598,-9970,-19568
4175,1705,5880
242,4874,5116
4252,-8214,-3962
750,4340,5090
6213,2173,8386
-9680,599,-9081
300,-6318,-6018
-6762,8050,1288
-3819,5552,1733
-2055,-5538,-7593
1701,-2290,-589
4654,-6780,-2126
-8132,-9235,-17367
-3013,-8601,-11614
9979,-8795,1184
6446,7611,14057
-238,-6798,-7036
5663,-7196,-1533
9742,-7987,1755
2113,7682,9795
-3188,-1011,-4199
-6563,-1564,-8127
9454,6534,15988
-6630,-4898,-11528
-4311,9505,5194
-125,-6552,-6677
4300,-865,3435
-159,-7070,-7229
-6525,-4083,-10608
3527,9780,13307
7654,-2191,5463
-5767,-9477,-15244
-6825,5528,-1297
-5926,1623,-4303
3622,-6077,-2455
1040,-3201,-2161
-2843,-913,-3756
2864,9835,12699
-7130,-7417,-14547
-6737,-3138,-9875
3561,1666,5227
-5586,-5023,-10609
-5907,4322,-1585
6123,7568,13691
-8228,-3626,-11854
-5096,-7820,-12916
4477,8382,12859
-4203,6560,2357
-7527,-8076,-15603
6647,-2051,4596
-9423,1276,-8147
-8222,-8735,-16957
9615,-8965,650
1965,1274,3239
32,-9194,-9162
1153,202,1355
-2912,-656,-3568
7835,-3780,4055
-3584,1342,-2242
-5824,-4756,-10580
4243,1981,6224
-7308,3798,-3510
-2974,-5943,-8917
1461,5218,6679
-3849,2390,-1459
4588,3211,7799
8820,3255,12075
-3818,-8034,-11852
-8129,174,-7955
-2494,-2468,-4962
-363,4575,4212
-9211,6796,-2415
-6765,-5952,-12717
-942,-3707,-4649
441,-285,156
6928,-5636,1292
-6613,8704,2091
6070,5362,11432
3518,-6014,-2496
2536,-8683,-6147
-1523,1049,-474
9890,7218,17108
-7091,9532,2441
3640,495,4135
3173,-5348,-2175
-1159,1210,51
4823,-7014,-2191
-6138,3347,-2791
-5653,1038,-4615
-2326,4714,2388
6290,-7595,-1305
2018,8207,10225
7310,5144,12454
9289,2494,11783
352,-3866,-3514
-5433,-4770,-10203
652,1865,2517
-6741,-7312,-14053
6932,-4443,2489
7497,-3722,3775
3725,1259,4984
5331,6302,11633
-3951,-4934,-8885
6229,-4770,1459
3062,3060,6122
9948,-2353,7595
254,722,976
445,2415,2860
-8447,-5451,-13898
-3541,2361,-1180
-9245,6189,-3056
-2836,-5538,-8374
8796,-1614,7182
5165,1084,6249
-4961,914,-4047
2419,9901,12320
969,9388,10357
-5573,-928,-6501
4484,852,5336
-7467,-9625,-17092
-3744,3834,90
8577,5865,14442
-1626,3583,1957
-1280,-9272,-10552
-2398,-6133,-8531
1830,8607,10437
-2166,-9573,-11739
-1952,-743,-2695
6653,484,7137
-8968,-1461,-10429
3637,-4293,-656
-7658,-292,-7950
-1207,-4492,-5699
4578,-2655,1923
-2582,-3622,-6204
-7909,-9463,-17372
-7309,-5085,-12394
2246,2631,4877
-2709,787,-1922
5205,-5641,-436
-5448,-3432,-8880
-9965,2581,-7384
197,1649,1846
9860,-8339,1521
-1098,7838,6740
8475,2757,11232
1291,-5732,-4441
9444,8461,17905
8089,276,8365
3574,9675,13249
-4675,6499,1824
-2143,1556,-587
-1062,8617,7555
-2081,-6876,-8957
-996,6246,5250
-1851,7187,5336
3922,-1208,2714
-1738,-2800,-4538
-4176,1751,-2425
5065,-1689,3376
-6980,-7777,-14757
9541,-2812,6729
6562,3264,9826
6630,2731,9361
-1151,9626,8475
-5514,3085,-2429
-2522,6762,4240
-1384,-3702,-5086
4701,1020,5721
2022,-8923,-6901
199,-2365,-2166
5653,-5660,-7
-7195,1510,-5685
9305,8325,17630
-6082,1091,-4991
4080,-4384,-304
5735,-7623,-1888
2945,1146,4091
-9205,2024,-7181
3858,-7899,-4041
6787,8515,15302
-9517,9408,-109
-8816,7521,-1295
-9285,-8735,-18020
-7902,-9664,-17566
5410,-3427,1983
-4932,-7782,-12714
1180,4659,5839
-7823,3614,-4209
1279,-3362,-2083
6406,7777,14183
-5950,-6126,-12076
7520,7254,14774
-7118,2290,-4828
-2045,-8158,-10203
-9658,3638,-6020
5112,-1154,3958
3581,3336,6917
3127,7846,10973
-1524,-7752,-9276
8584,-3318,5266
5612,6305,11917
-7600,4598,-3002
-6375,-788,-7163
8756,-9655,-899
787,6976,7763
-5910,-5160,-11070
-6643,815,-5828
5357,8705,14062
-9272,9768,496
-745,6748,6003
3331,6995,10326
9651,-3649,6002
4441,-5689,-1248
-4795,736,-4059
4533,-2105,2428
-1133,3140,2007
1993,7636,9629
8914,-2598,6316
-4662,-1020,-5682
6460,-574,5886
9602,-2962,6640
2823,-2893,-70
-6505,7483,978
-3325,1180,-2145
5440,-9625,-4185
7872,-6255,1617
-6243,5621,-622
-858,301,-557
-4425,1904,-2521
-711,-8688,-9399
-8444,-3462,-11906
-5534,-7127,-12661
-8702,799,-7903
8156,-9021,-865
2428,6823,9251
6175,-8000,-1825
-4614,-9042,-13656
-3828,6206,2378
5002,-1424,3578
-3925,-3158,-7083
1401,9908,11309
-596,-5680,-6276
-8190,-6757,-14947
-2399,6046,3647
-3698,-7124,-10822
7281,-4446,2835
4323,1905,6228
5401,6271,11672
-2227,-1544,-3771
-51,2397,2346
9953,-2910,7043
6973,3900,10873
-1729,-6071,-7800
-9724,-3136,-12860
-7411,4832,-2579
9037,-6762,2275
2147,5487,7634
7087,-6983,104
9828,-1044,8784
-7116,-8861,-15977
1259,-4130,-2871
3947,3362,7309
-157,4050,3893
4896,-823,4073
7344,659,8003
5097,-6464,-1367
-8896,-4425,-13321
296,4708,5004
793,-7694,-6901
9922,-2793,7129
-8678,630,-8048
-6027,5986,-41
2061,1102,3163
5383,-1095,4288
-5138,-5193,-10331
-8615,-5827,-14442
-7648,-8955,-16603
1258,-689,569
-2234,4049,1815
4613,-5397,-784
-6778,-8333,-15111
3931,-7955,-4024
3748,-5298,-1550
-7934,7303,-631
-4833,-5049,-9882
6618,-7886,-1268
-2327,-87,-2414
745,773,1518
8835,2597,11432
575,-9290,-8715
6458,9300,15758
-7922,-6085,-14007
-7979,-382,-8361
-223,-8246,-8469
7310,658,7968
9583,-1537,8046
4305,-9371,-5066
370,-9118,-8748
-1858,-3324,-5182
4192,-8409,-4217
115,-1645,-1530
-8336,-4131,-12467
818,-9554,-8736
-6591,2024,-4567
-8161,-6793,-14954
8614,9997,18611
-6111,6546,435
-2697,9256,6559
-1107,5615,4508
-6071,5564,-507
-1342,-2624,-3966
5724,8420,14144
6155,3137,9292
-8949,5541,-3408
-4017,8956,4939
7730,-402,7328
-4579,-5060,-9639
-8870,5336,-3534
586,1650,2236
-7812,-7503,-15315
-5476,-1792,-7268
3398,-1670,1728
3203,2873,6076
-6053,-2465,-8518
-9129,-2583,-11712
-7130,-3893,-11023
-7835,-8093,-15928
-2379,-324,-2703
-7486,-2058,-9544
8486,3995,12481
-482,-4961,-5443
8008,-4145,3863
-5188,9195,4007
-8222,3143,-5079
-7922,5816,-2106
294,-8325,-8031
-9280,1216,-8064
5425,-7439,-2014
9258,-2938,6320
-3493,7207,3714
-2876,-125,-3001
724,-3580,-2856
-7327,6248,-1079
-4405,7278,2873
6606,-8730,-2124
7661,-3775,3886
6305,-2091,4214
1633,-7479,-5846
-1007,1251,244
-162,-185,-347
5486,-7076,-1590
-7843,-6747,-14590
-5247,4450,-797
-3069,1804,-1265
-167,2502,2335
-9011,-8254,-17265
7138,-8718,-1580
4826,-4221,605
6830,-5346,1484
-8188,7892,-296
4007,2168,6175
-5145,-5403,-10548
624,5219,5843
-1068,-4392,-5460
-9354,-2919,-12273
7709,6318,14027
-1074,5600,4526
8819,-6156,2663
5652,3266,8918
4979,-8482,-3503
-3505,3190,-315
7433,-3152,4281
-896,6248,5352
-5987,-1365,-7352
7514,5643,13157
1271,-218,1053
-8662,5692,-2970
1713,7947,9660
5933,-4848,1085
-5368,-898,-6266
-3889,-1281,-5170
-3320,-7095,-10415
6268,1927,8195
7728,352,8080
9434,4162,13596
3678,-7125,-3447
-1312,-191,-1503
4626,2104,6730
2261,146,2407
-6281,2505,-3776
-6873,-202,-7075
7083,6438,13521
-176,-6990,-7166
-6129,-8462,-14591
2932,-4361,-1429
-4779,6974,2195
3335,560,3895
4699,-8167,-3468
876,9209,10085
-8344,1884,-6460
-338,6672,6334
-7617,6245,-1372
-8880,-9581,-18461
6583,-780,5803
-5001,9186,4185
-2451,-6804,-9255
457,1138,1595
-4649,8137,3488
2021,-6205,-4184
100,7931,8031
-9868,5821,-4047
2730,6474,9204
-2128,-1653,-3781
6047,-3034,3013
1032,7191,8223
-3499,-3133,-6632
3099,3671,6770
9207,-8237,970
-482,-4094,-4576
8786,4784,13570
-2579,4998,2419
-8598,-6607,-15205
-3679,-6820,-10499
5527,9414,14941
-5439,2895,-2544
-1747,-3941,-5688
4918,9433,14351
9342,-9477,-135
393,3392,3785
-3547,3050,-497
-3962,-4692,-8654
-5006,-6776,-11782
-8829,4968,-3861
-7760,-5475,-13235
-4401,-302,-4703
-536,4953,4417
-3729,4134,405
-5833,-2446,-8279
-8771,2011,-6760
6354,6933,13287
5508,-7123,-1615
2653,7658,10311
146,3202,3348
1369,7631,9000
4278,-3198,1080
-2921,8357,5436
2118,-1928,190
4538,-8935,-4397
-2153,-4667,-6820
7674,-7960,-286
6383,5019,11402
1962,378,2340
2504,8922,11426
4747,-3133,1614
-2649,2849,200
588,-48,540
-5555,5095,-460
2898,-565,2333
-8700,-7263,-15963
-8312,-358,-8670
-530,5699,5169
-2320,2772,452
9655,-301,9354
8226,-8555,-329
2241,1475,3716
4275,1577,5852
3365,-701,2664
-9559,5455,-4104
6928,-491,6437
-1617,9377,7760
-5969,7492,1523
9243,8440,17683
-5957,-9251,-15208
8765,-3553,5212
8323,7733,16056
8868,-1105,7763
8716,-8884,-168
-401,-8827,-9228
703,-636,67
5082,-6346,-1264
5631,-6282,-651
2910,-1595,1315
435,1704,2139
2915,8897,11812
1267,7093,8360
4359,-6980,-2621
-8927,-1425,-10352
-6114,6971,857
7815,-3159,4656
8174,-1721,6453
-1168,-5065,-6233
7811,6900,14711
-385,7920,7535
3704,1555,5259
2975,5140,8115
3318,-6779,-3461
7580,-5793,1787
3139,-1608,1531
3251,6163,9414
-3405,2160,-1245
429,7870,8299
-1508,927,-581
-4864,-1531,-6395
-6861,5446,-1415
-7698,5357,-2341
6556,2905,9461
